Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction,Purchase_Frequency_Level,Cart_Completion_Frequency_Level,Customer_Segmentation,Cluster
2023/06/06 10:03:52 AM GMT+5:30,60,Others,Once a month,others,Few times a week,Unknown,First page,4,Maybe,Often,Found a better price elsewhere,Rarely,No,Heavily,Sometimes,4,Sometimes,3,5,Product recommendations,User interface of app,209974,2,4,Occasional Shopper,2
2023/06/06 7:41:36 PM GMT+5:30,62,Female,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Few times a month,Keyword,Multiple pages,5,Maybe,Often,High shipping costs,Never,Yes,Moderately,No,2,No,1,3,User-friendly website/app interface,Quality of product is very poor according to the big offers,519149,2,4,Occasional Shopper,2
2023/06/05 8:44:09 PM GMT+5:30,32,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Few times a month,categories,Multiple pages,4,Yes,Sometimes,High shipping costs,Never,Yes,Occasionally,Yes,2,No,2,5,Quick delivery,I have no problem with Amazon yet. But others tell me about the refund issues,344930,3,3,Occasional Shopper,0
2023/06/04 8:52:49 PM GMT+5:30,24,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;others,Few times a week,Unknown,First page,2,Maybe,Often,Found a better price elsewhere,Sometimes,No,Rarely,Yes,1,Yes,5,2,.,Scrolling option would be much better than going to next page,994799,5,4,Occasional Shopper,3
2023/06/08 5:52:26 PM GMT+5:30,6,Others,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Multiple times a day,Filter,Multiple pages,1,Maybe,Never,Found a better price elsewhere,Never,Yes,Rarely,Sometimes,1,Sometimes,2,1,Product recommendations,I have no problem with Amazon yet. But others tell me about the refund issues,361900,3,1,At Risk,1
2023/06/07 11:03:50 PM GMT+5:30,17,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Rarely,Filter,Multiple pages,1,Maybe,Often,others,Often,Yes,Occasionally,Sometimes,2,Yes,2,5,Customer service,I don't have any problem with Amazon,900878,5,4,Frequent Shopper,0
2023/06/09 4:30:40 PM GMT+5:30,40,Female,Few times a month,Beauty and Personal Care;Home and Kitchen;others,Rarely,categories,First page,5,Yes,Often,High shipping costs,Never,Yes,Heavily,Yes,2,Yes,4,4,Customer service,Reducing packaging waste,715521,3,4,Occasional Shopper,0
2023/06/08 10:38:16 PM GMT+5:30,47,Prefer not to say,Few times a month,Clothing and Fashion,Multiple times a day,others,First page,5,Maybe,Often,others,Sometimes,Yes,Rarely,Yes,2,Sometimes,1,1,Wide product selection,Irrelevant product suggestions,445757,3,4,Occasional Shopper,1
2023/06/07 12:01:15 PM GMT+5:30,59,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Multiple times a day,others,First page,5,Maybe,Often,High shipping costs,Often,Yes,Moderately,No,4,Sometimes,3,4,User-friendly website/app interface,Quality of product is very poor according to the big offers,313124,3,4,Occasional Shopper,0
2023/06/08 9:39:55 PM GMT+5:30,44,Male,Less than once a month,Beauty and Personal Care;Clothing and Fashion,Multiple times a day,others,Multiple pages,2,No,Sometimes,Found a better price elsewhere,Always,Yes,Rarely,Sometimes,2,Sometimes,5,4,All the above,Irrelevant product suggestions,125855,1,3,Occasional Shopper,2
2023/06/08 3:27:23 AM GMT+5:30,40,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Rarely,Unknown,Multiple pages,3,Maybe,Never,High shipping costs,Sometimes,No,Heavily,Sometimes,3,Sometimes,3,4,User-friendly website/app interface,better app interface and lower shipping charges,941756,4,1,Frequent Shopper,0
2023/06/09 10:59:38 AM GMT+5:30,15,Others,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Multiple times a day,categories,Multiple pages,4,Yes,Never,High shipping costs,Never,Yes,Moderately,Sometimes,4,Sometimes,1,4,Product recommendations,User interface of app,199693,3,1,Occasional Shopper,0
2023/06/07 10:20:09 PM GMT+5:30,22,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Few times a month,others,First page,1,Maybe,Never,Changed my mind or no longer need the item,Always,Yes,Occasionally,Yes,4,No,5,3,Wide product selection,Scrolling option would be much better than going to next page,959487,3,1,Occasional Shopper,0
2023/06/10 2:41:51 PM GMT+5:30,13,Others,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Multiple times a day,Unknown,First page,2,No,Never,High shipping costs,Sometimes,No,Heavily,Sometimes,4,No,1,1,Customer service,UI,996485,4,1,At Risk,3
2023/06/08 5:27:22 PM GMT+5:30,62,Others,Once a week,Home and Kitchen,Rarely,Filter,First page,3,Maybe,Sometimes,others,Always,Yes,Occasionally,Yes,5,Sometimes,1,5,Competitive prices,User interface,328749,4,3,Frequent Shopper,0
2023/06/08 5:23:08 PM GMT+5:30,42,Female,Once a month,Groceries and Gourmet Food;Home and Kitchen;others,Few times a week,categories,Multiple pages,5,Yes,Often,High shipping costs,Always,Yes,Heavily,Yes,1,Sometimes,3,2,Competitive prices,Quality of product is very poor according to the big offers,169827,2,4,Occasional Shopper,1
2023/06/07 9:23:41 PM GMT+5:30,25,Others,Once a week,Home and Kitchen;others,Rarely,categories,Multiple pages,5,Yes,Never,High shipping costs,Sometimes,No,Occasionally,Yes,3,Sometimes,2,5,User-friendly website/app interface,Irrelevant product suggestions,978147,4,1,Frequent Shopper,0
2023/06/04 8:49:49 PM GMT+5:30,34,Male,Less than once a month,others,Rarely,categories,Multiple pages,3,Yes,Rarely,others,Often,Yes,Rarely,No,4,No,2,5,Customer service,UI,553845,1,2,Occasional Shopper,2
2023/06/09 7:27:00 PM GMT+5:30,36,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Multiple times a day,Unknown,Multiple pages,3,No,Often,Changed my mind or no longer need the item,Rarely,Yes,Occasionally,Yes,3,No,2,5,.,User interface of app,498150,5,4,Frequent Shopper,0
2023/06/07 3:56:01 PM GMT+5:30,5,Others,Once a week,Beauty and Personal Care;Clothing and Fashion,Rarely,Unknown,Multiple pages,2,Maybe,Always,High shipping costs,Often,No,Never,Sometimes,1,Yes,1,3,Customer service,Quality of product is very poor according to the big offers,162271,4,5,Occasional Shopper,0
2023/06/11 11:08:35 PM GMT+5:30,30,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Few times a week,Keyword,First page,1,Maybe,Always,others,Sometimes,No,Rarely,Yes,2,No,3,3,Customer service,Customer service responsiveness,542810,4,5,Occasional Shopper,0
2023/06/09 4:31:33 PM GMT+5:30,37,Others,Once a month,Beauty and Personal Care,Few times a week,Unknown,Multiple pages,3,Yes,Never,Changed my mind or no longer need the item,Sometimes,Yes,Never,No,2,No,1,5,Wide product selection,I don't have any problem with Amazon,942285,2,1,Occasional Shopper,2
2023/06/11 2:07:39 PM GMT+5:30,40,Male,Multiple times a week,Beauty and Personal Care;others,Few times a week,others,First page,3,Maybe,Always,others,Always,No,Never,No,3,Yes,5,2,Competitive prices,Add more familiar brands to the list,316617,5,5,Occasional Shopper,3
2023/06/06 6:34:44 PM GMT+5:30,34,Male,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen,Few times a week,Filter,First page,4,Yes,Often,others,Never,Yes,Heavily,Yes,2,Sometimes,1,5,User-friendly website/app interface,Irrelevant product suggestions,313049,5,4,Frequent Shopper,0
2023/06/09 2:23:03 PM GMT+5:30,66,Female,Once a month,Beauty and Personal Care;Clothing and Fashion,Few times a week,Keyword,First page,5,Maybe,Rarely,others,Rarely,Yes,Never,Yes,2,No,4,4,Quick delivery,User interface of app,379137,2,2,Occasional Shopper,2
2023/06/08 5:36:14 PM GMT+5:30,61,Others,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Few times a week,Unknown,First page,4,No,Often,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Yes,5,Sometimes,1,5,.,Add more familiar brands to the list,442079,5,4,Frequent Shopper,0
2023/06/07 3:08:03 AM GMT+5:30,36,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Few times a month,Filter,First page,3,Yes,Never,others,Rarely,Yes,Heavily,Yes,5,Sometimes,5,5,Wide product selection,Irrelevant product suggestions,956948,4,1,Frequent Shopper,0
2023/06/05 8:07:52 PM GMT+5:30,31,Prefer not to say,Once a week,Beauty and Personal Care;Home and Kitchen,Multiple times a day,Unknown,First page,4,No,Often,Changed my mind or no longer need the item,Always,Yes,Moderately,Sometimes,2,Yes,2,3,Competitive prices,No problems with Amazon,126093,4,4,Occasional Shopper,0
2023/06/05 2:24:22 PM GMT+5:30,37,Prefer not to say,Few times a month,Beauty and Personal Care;Home and Kitchen,Few times a month,categories,First page,3,No,Often,High shipping costs,Always,No,Occasionally,Yes,4,No,1,4,Wide product selection,Product quality and accuracy,657879,3,4,Occasional Shopper,0
2023/06/08 5:23:08 PM GMT+5:30,44,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,Few times a month,Unknown,Multiple pages,4,No,Never,High shipping costs,Never,Yes,Rarely,Sometimes,2,Sometimes,5,5,.,User interface of app,673357,2,1,Occasional Shopper,2
2023/06/08 5:48:14 PM GMT+5:30,32,Female,Once a week,Groceries and Gourmet Food;Home and Kitchen,Multiple times a day,others,First page,1,Maybe,Rarely,others,Always,Yes,Heavily,No,1,Yes,4,4,.,Scrolling option would be much better than going to next page,755499,4,2,Frequent Shopper,0
2023/06/06 7:40:11 PM GMT+5:30,40,Prefer not to say,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Few times a week,others,First page,4,Maybe,Often,Found a better price elsewhere,Always,No,Rarely,Sometimes,5,Yes,1,2,Competitive prices,Add more familiar brands to the list,455885,2,4,Occasional Shopper,1
2023/06/11 11:26:21 PM GMT+5:30,44,Male,Less than once a month,Beauty and Personal Care;Clothing and Fashion,Rarely,others,Multiple pages,4,No,Rarely,Changed my mind or no longer need the item,Sometimes,No,Never,Yes,1,Yes,2,5,Product recommendations,No problems with Amazon,805199,1,2,Occasional Shopper,2
2023/06/09 10:23:45 AM GMT+5:30,64,Male,Once a week,others,Few times a week,Unknown,Multiple pages,4,Maybe,Always,Changed my mind or no longer need the item,Often,Yes,Rarely,Sometimes,5,Sometimes,1,2,Wide product selection,Product quality and accuracy,350385,4,5,Occasional Shopper,3
2023/06/06 8:01:47 PM GMT+5:30,58,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Rarely,others,First page,3,Yes,Rarely,High shipping costs,Sometimes,Yes,Heavily,No,1,Yes,1,1,Wide product selection,Nil,148006,3,2,Occasional Shopper,1
2023/06/08 10:24:19 PM GMT+5:30,63,Female,Once a week,Groceries and Gourmet Food;Clothing and Fashion,Few times a week,Keyword,First page,5,Maybe,Sometimes,others,Sometimes,Yes,Never,Yes,5,Yes,1,1,.,Add more familiar brands to the list,766191,4,3,Occasional Shopper,3
2023/06/07 2:16:43 PM GMT+5:30,46,Prefer not to say,Few times a month,Clothing and Fashion;others,Few times a week,others,First page,3,No,Often,others,Never,Yes,Never,Sometimes,2,No,2,5,All the above,No problems with Amazon,555657,3,4,Occasional Shopper,0
2023/06/09 4:32:00 PM GMT+5:30,19,Male,Once a week,Groceries and Gourmet Food,Multiple times a day,categories,Multiple pages,4,Maybe,Often,High shipping costs,Sometimes,Yes,Never,No,1,No,4,3,Customer service,Shipping speed and reliability,703260,4,4,Occasional Shopper,0
2023/06/08 5:59:25 PM GMT+5:30,29,Prefer not to say,Once a week,Groceries and Gourmet Food;Clothing and Fashion,Rarely,Unknown,Multiple pages,1,Maybe,Rarely,Changed my mind or no longer need the item,Never,No,Heavily,No,1,Sometimes,4,1,Product recommendations,Quality of product is very poor according to the big offers,367051,4,2,Occasional Shopper,3
2023/06/12 3:56:57 PM GMT+5:30,43,Others,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Rarely,Filter,First page,1,No,Often,Changed my mind or no longer need the item,Never,No,Occasionally,No,5,Sometimes,1,2,Product recommendations,User interface,403111,3,4,Occasional Shopper,1
2023/06/09 10:26:26 AM GMT+5:30,6,Male,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Few times a week,categories,First page,4,No,Often,Found a better price elsewhere,Sometimes,Yes,Rarely,Yes,4,Yes,2,3,User-friendly website/app interface,Quality of product is very poor according to the big offers,118365,2,4,Occasional Shopper,2
2023/06/09 10:23:05 AM GMT+5:30,59,Prefer not to say,Few times a month,Clothing and Fashion,Multiple times a day,Filter,First page,5,No,Often,High shipping costs,Never,No,Moderately,Sometimes,5,No,3,4,.,Quality of product is very poor according to the big offers,904365,3,4,Occasional Shopper,0
2023/06/08 10:24:19 PM GMT+5:30,32,Others,Less than once a month,Beauty and Personal Care;Home and Kitchen;others,Few times a month,Filter,Multiple pages,2,No,Often,Changed my mind or no longer need the item,Always,Yes,Never,No,3,Yes,4,5,User-friendly website/app interface,Scrolling option would be much better than going to next page,480337,1,4,Occasional Shopper,2
2023/06/06 6:42:00 PM GMT+5:30,10,Prefer not to say,Few times a month,Clothing and Fashion;others,Few times a week,Keyword,Multiple pages,2,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Rarely,No,2,Sometimes,3,1,Quick delivery,.,886720,3,3,Occasional Shopper,1
2023/06/11 11:24:21 PM GMT+5:30,14,Female,Once a week,Beauty and Personal Care;Home and Kitchen;others,Few times a month,others,Multiple pages,3,Yes,Rarely,Found a better price elsewhere,Often,No,Heavily,No,1,No,3,2,.,Nil,153093,4,2,Occasional Shopper,3
2023/06/11 11:16:18 PM GMT+5:30,13,Prefer not to say,Multiple times a week,Clothing and Fashion;Home and Kitchen,Few times a week,Keyword,First page,5,Yes,Never,Found a better price elsewhere,Rarely,Yes,Heavily,No,1,Yes,4,2,.,Irrelevant product suggestions,968855,5,1,Occasional Shopper,3
2023/06/11 11:26:21 PM GMT+5:30,44,Others,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Few times a month,Keyword,First page,3,Yes,Always,Found a better price elsewhere,Always,Yes,Never,No,1,Sometimes,5,2,.,Customer service responsiveness,291558,2,5,Occasional Shopper,1
2023/06/12 2:43:30 PM GMT+5:30,62,Male,Less than once a month,Beauty and Personal Care;others,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Rarely,Sometimes,5,No,2,1,Competitive prices,Quality of product is very poor according to the big offers,566200,1,3,Occasional Shopper,1
2023/06/08 5:39:54 PM GMT+5:30,3,Female,Once a week,Home and Kitchen,Few times a week,Filter,First page,2,Maybe,Always,Found a better price elsewhere,Sometimes,Yes,Heavily,Yes,1,No,4,3,Competitive prices,Reducing packaging waste,903846,4,5,Occasional Shopper,0
2023/06/11 10:57:34 PM GMT+5:30,67,Female,Multiple times a week,Groceries and Gourmet Food,Few times a month,others,Multiple pages,2,No,Often,Found a better price elsewhere,Always,No,Occasionally,Sometimes,3,Sometimes,1,2,All the above,Add more familiar brands to the list,294921,5,4,Occasional Shopper,3
2023/06/05 1:35:41 PM GMT+5:30,58,Others,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Rarely,others,Multiple pages,1,Yes,Sometimes,High shipping costs,Never,No,Rarely,Sometimes,1,Yes,2,5,Quick delivery,UI,534668,4,3,Frequent Shopper,0
2023/06/08 5:30:34 PM GMT+5:30,65,Male,Once a week,Clothing and Fashion;others,Few times a month,Keyword,First page,2,Yes,Rarely,others,Often,No,Rarely,Sometimes,2,No,3,3,Wide product selection,Nil,110454,4,2,Occasional Shopper,0
2023/06/10 11:21:59 PM GMT+5:30,63,Prefer not to say,Few times a month,Beauty and Personal Care,Few times a week,categories,First page,1,Yes,Always,High shipping costs,Sometimes,No,Rarely,Yes,4,Sometimes,3,3,Customer service,UI,856230,3,5,Occasional Shopper,0
2023/06/09 3:16:30 PM GMT+5:30,64,Others,Multiple times a week,others,Multiple times a day,Unknown,First page,1,No,Often,others,Sometimes,No,Never,Yes,5,Yes,5,2,Wide product selection,UI,238361,5,4,Occasional Shopper,3
2023/06/09 12:22:47 PM GMT+5:30,19,Others,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Few times a month,categories,First page,5,Yes,Rarely,Changed my mind or no longer need the item,Often,No,Heavily,Yes,3,Sometimes,1,5,Product recommendations,User interface,825479,4,2,Frequent Shopper,0
2023/06/09 10:26:51 AM GMT+5:30,58,Female,Less than once a month,Clothing and Fashion;Home and Kitchen;others,Few times a week,others,Multiple pages,1,No,Sometimes,High shipping costs,Always,No,Heavily,Yes,4,No,2,2,Competitive prices,Irrelevant product suggestions,427250,1,3,Occasional Shopper,1
2023/06/11 11:20:18 PM GMT+5:30,63,Female,Once a month,Groceries and Gourmet Food;Home and Kitchen,Rarely,Keyword,Multiple pages,2,Maybe,Rarely,High shipping costs,Often,Yes,Occasionally,No,2,Yes,4,2,All the above,Reducing packaging waste,190379,2,2,Occasional Shopper,1
2023/06/12 2:51:24 PM GMT+5:30,35,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Rarely,Unknown,First page,3,Yes,Sometimes,Found a better price elsewhere,Rarely,No,Heavily,Sometimes,3,No,1,5,All the above,better app interface and lower shipping charges,147829,1,3,Occasional Shopper,2
